arquivo;algoritmo;estrutura;execucao;tempo_ms
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;6;802,7598
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;7;810,3398
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;8;1028,3075
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;9;880,5924
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;10;1277,2480
sample200-39800.gr;FLOYDWARSHALL;MATRIZ;11;1076,0019
sample200-7960.gr;BFS;LISTA;1;4,5874
sample200-7960.gr;BFS;LISTA;2;2,4048
sample200-7960.gr;BFS;LISTA;3;2,9816
sample200-7960.gr;BFS;LISTA;4;4,1009
sample200-7960.gr;BFS;LISTA;5;3,7599
sample200-7960.gr;BFS;LISTA;6;5,3734
sample200-7960.gr;BFS;LISTA;7;6,0502
sample200-7960.gr;BFS;LISTA;8;5,6496
sample200-7960.gr;BFS;LISTA;9;5,5187
sample200-7960.gr;BFS;LISTA;10;6,1086
sample200-7960.gr;BFS;LISTA;11;5,8437
sample200-7960.gr;BFS;MATRIZ;1;6,2129
sample200-7960.gr;BFS;MATRIZ;2;5,9822
sample200-7960.gr;BFS;MATRIZ;3;5,9755
sample200-7960.gr;BFS;MATRIZ;4;6,3503
sample200-7960.gr;BFS;MATRIZ;5;6,0427
sample200-7960.gr;BFS;MATRIZ;6;6,0057
sample200-7960.gr;BFS;MATRIZ;7;6,0176
sample200-7960.gr;BFS;MATRIZ;8;5,7690
sample200-7960.gr;BFS;MATRIZ;9;5,1655
sample200-7960.gr;BFS;MATRIZ;10;4,1353
sample200-7960.gr;BFS;MATRIZ;11;4,0742
sample200-7960.gr;DFS;LISTA;1;3,8861
sample200-7960.gr;DFS;LISTA;2;3,1593
sample200-7960.gr;DFS;LISTA;3;2,5700
sample200-7960.gr;DFS;LISTA;4;2,5984
sample200-7960.gr;DFS;LISTA;5;2,7253
sample200-7960.gr;DFS;LISTA;6;2,6124
sample200-7960.gr;DFS;LISTA;7;4,3700
sample200-7960.gr;DFS;LISTA;8;5,2987
sample200-7960.gr;DFS;LISTA;9;5,3429
sample200-7960.gr;DFS;LISTA;10;5,0886
sample200-7960.gr;DFS;LISTA;11;5,2882
sample200-7960.gr;DFS;MATRIZ;1;5,7844
sample200-7960.gr;DFS;MATRIZ;2;5,8414
sample200-7960.gr;DFS;MATRIZ;3;5,8468
sample200-7960.gr;DFS;MATRIZ;4;5,8593
sample200-7960.gr;DFS;MATRIZ;5;5,8277
sample200-7960.gr;DFS;MATRIZ;6;5,8315
sample200-7960.gr;DFS;MATRIZ;7;5,7097
sample200-7960.gr;DFS;MATRIZ;8;5,9689
sample200-7960.gr;DFS;MATRIZ;9;5,7696
sample200-7960.gr;DFS;MATRIZ;10;5,6955
sample200-7960.gr;DFS;MATRIZ;11;5,9538
sample200-7960.gr;KRUSKAL;LISTA;1;8,6737
sample200-7960.gr;KRUSKAL;LISTA;2;8,2992
sample200-7960.gr;KRUSKAL;LISTA;3;7,8982
sample200-7960.gr;KRUSKAL;LISTA;4;8,5069
sample200-7960.gr;KRUSKAL;LISTA;5;5,2814
sample200-7960.gr;KRUSKAL;LISTA;6;5,5984
sample200-7960.gr;KRUSKAL;LISTA;7;5,5502
sample200-7960.gr;KRUSKAL;LISTA;8;5,3519
sample200-7960.gr;KRUSKAL;LISTA;9;5,6675
sample200-7960.gr;KRUSKAL;LISTA;10;5,3885
sample200-7960.gr;KRUSKAL;LISTA;11;5,5325
sample200-7960.gr;KRUSKAL;MATRIZ;1;6,2080
sample200-7960.gr;KRUSKAL;MATRIZ;2;5,5980
sample200-7960.gr;KRUSKAL;MATRIZ;3;6,0520
sample200-7960.gr;KRUSKAL;MATRIZ;4;5,7139
sample200-7960.gr;KRUSKAL;MATRIZ;5;5,7635
sample200-7960.gr;KRUSKAL;MATRIZ;6;5,9836
sample200-7960.gr;KRUSKAL;MATRIZ;7;5,5775
sample200-7960.gr;KRUSKAL;MATRIZ;8;6,0006
sample200-7960.gr;KRUSKAL;MATRIZ;9;6,0762
sample200-7960.gr;KRUSKAL;MATRIZ;10;5,7873
sample200-7960.gr;KRUSKAL;MATRIZ;11;5,9405
sample200-7960.gr;PRIM;LISTA;1;7,1593
sample200-7960.gr;PRIM;LISTA;2;6,7486
sample200-7960.gr;PRIM;LISTA;3;6,7020
sample200-7960.gr;PRIM;LISTA;4;6,6380
sample200-7960.gr;PRIM;LISTA;5;6,7348
sample200-7960.gr;PRIM;LISTA;6;7,1106
sample200-7960.gr;PRIM;LISTA;7;6,7103
sample200-7960.gr;PRIM;LISTA;8;7,0381
sample200-7960.gr;PRIM;LISTA;9;6,6945
sample200-7960.gr;PRIM;LISTA;10;6,6949
sample200-7960.gr;PRIM;LISTA;11;6,6746
sample200-7960.gr;PRIM;MATRIZ;1;6,7066
sample200-7960.gr;PRIM;MATRIZ;2;6,8843
sample200-7960.gr;PRIM;MATRIZ;3;7,2330
sample200-7960.gr;PRIM;MATRIZ;4;7,5009
sample200-7960.gr;PRIM;MATRIZ;5;6,9607
sample200-7960.gr;PRIM;MATRIZ;6;6,7006
sample200-7960.gr;PRIM;MATRIZ;7;7,5552
sample200-7960.gr;PRIM;MATRIZ;8;15,4951
sample200-7960.gr;PRIM;MATRIZ;9;12,8826
sample200-7960.gr;PRIM;MATRIZ;10;9,8307
sample200-7960.gr;PRIM;MATRIZ;11;10,3052
sample200-7960.gr;DIJKSTRA;LISTA;1;6,3705
sample200-7960.gr;DIJKSTRA;LISTA;2;6,3077
sample200-7960.gr;DIJKSTRA;LISTA;3;5,7306
sample200-7960.gr;DIJKSTRA;LISTA;4;6,6832
sample200-7960.gr;DIJKSTRA;LISTA;5;6,2260
sample200-7960.gr;DIJKSTRA;LISTA;6;5,8898
sample200-7960.gr;DIJKSTRA;LISTA;7;6,5350
sample200-7960.gr;DIJKSTRA;LISTA;8;6,0024
sample200-7960.gr;DIJKSTRA;LISTA;9;6,2530
sample200-7960.gr;DIJKSTRA;LISTA;10;5,9445
sample200-7960.gr;DIJKSTRA;LISTA;11;4,1623
sample200-7960.gr;DIJKSTRA;MATRIZ;1;5,9419
sample200-7960.gr;DIJKSTRA;MATRIZ;2;3,8005
sample200-7960.gr;DIJKSTRA;MATRIZ;3;3,9175
sample200-7960.gr;DIJKSTRA;MATRIZ;4;4,6015
sample200-7960.gr;DIJKSTRA;MATRIZ;5;4,2072
sample200-7960.gr;DIJKSTRA;MATRIZ;6;3,7891
sample200-7960.gr;DIJKSTRA;MATRIZ;7;3,9144
sample200-7960.gr;DIJKSTRA;MATRIZ;8;5,0144
sample200-7960.gr;DIJKSTRA;MATRIZ;9;4,1773
sample200-7960.gr;DIJKSTRA;MATRIZ;10;4,5613
sample200-7960.gr;DIJKSTRA;MATRIZ;11;4,0897
sample200-7960.gr;BELLMANFORD;LISTA;1;6,6025
sample200-7960.gr;BELLMANFORD;LISTA;2;6,5199
sample200-7960.gr;BELLMANFORD;LISTA;3;6,1382
sample200-7960.gr;BELLMANFORD;LISTA;4;6,2509
sample200-7960.gr;BELLMANFORD;LISTA;5;6,8215
sample200-7960.gr;BELLMANFORD;LISTA;6;6,4586
sample200-7960.gr;BELLMANFORD;LISTA;7;6,4983
sample200-7960.gr;BELLMANFORD;LISTA;8;6,3783
sample200-7960.gr;BELLMANFORD;LISTA;9;6,2183
sample200-7960.gr;BELLMANFORD;LISTA;10;6,4346
sample200-7960.gr;BELLMANFORD;LISTA;11;6,3568
sample200-7960.gr;BELLMANFORD;MATRIZ;1;75,4409
sample200-7960.gr;BELLMANFORD;MATRIZ;2;72,1100
sample200-7960.gr;BELLMANFORD;MATRIZ;3;69,6654
sample200-7960.gr;BELLMANFORD;MATRIZ;4;65,6083
sample200-7960.gr;BELLMANFORD;MATRIZ;5;65,6232
sample200-7960.gr;BELLMANFORD;MATRIZ;6;63,0609
sample200-7960.gr;BELLMANFORD;MATRIZ;7;64,0390
sample200-7960.gr;BELLMANFORD;MATRIZ;8;62,0296
sample200-7960.gr;BELLMANFORD;MATRIZ;9;64,5207
sample200-7960.gr;BELLMANFORD;MATRIZ;10;63,9969
sample200-7960.gr;BELLMANFORD;MATRIZ;11;64,7278
sample200-7960.gr;FLOYDWARSHALL;LISTA;1;834,2026
sample200-7960.gr;FLOYDWARSHALL;LISTA;2;902,1039
sample200-7960.gr;FLOYDWARSHALL;LISTA;3;1002,5095
sample200-7960.gr;FLOYDWARSHALL;LISTA;4;837,5053
sample200-7960.gr;FLOYDWARSHALL;LISTA;5;825,8310
sample200-7960.gr;FLOYDWARSHALL;LISTA;6;794,7990
sample200-7960.gr;FLOYDWARSHALL;LISTA;7;808,3106
sample200-7960.gr;FLOYDWARSHALL;LISTA;8;973,6929
sample200-7960.gr;FLOYDWARSHALL;LISTA;9;938,5721
sample200-7960.gr;FLOYDWARSHALL;LISTA;10;1000,5275
sample200-7960.gr;FLOYDWARSHALL;LISTA;11;1004,1216
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;1;879,7076
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;2;1117,3698
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;3;955,0235
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;4;806,0214
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;5;795,7215
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;6;848,1617
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;7;800,9525
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;8;866,1971
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;9;831,6071
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;10;852,7278
sample200-7960.gr;FLOYDWARSHALL;MATRIZ;11;802,8318
sample500-149700.gr;BFS;LISTA;1;14,8731
sample500-149700.gr;BFS;LISTA;2;12,2403
sample500-149700.gr;BFS;LISTA;3;12,6274
sample500-149700.gr;BFS;LISTA;4;18,2018
sample500-149700.gr;BFS;LISTA;5;17,8691
sample500-149700.gr;BFS;LISTA;6;18,4358
sample500-149700.gr;BFS;LISTA;7;17,8263
sample500-149700.gr;BFS;LISTA;8;18,5125
sample500-149700.gr;BFS;LISTA;9;16,6978
sample500-149700.gr;BFS;LISTA;10;16,8756
sample500-149700.gr;BFS;LISTA;11;17,2198
sample500-149700.gr;BFS;MATRIZ;1;18,2033
sample500-149700.gr;BFS;MATRIZ;2;18,2079
sample500-149700.gr;BFS;MATRIZ;3;12,7461
sample500-149700.gr;BFS;MATRIZ;4;11,8157
sample500-149700.gr;BFS;MATRIZ;5;11,8171
sample500-149700.gr;BFS;MATRIZ;6;12,0755
sample500-149700.gr;BFS;MATRIZ;7;12,1456
sample500-149700.gr;BFS;MATRIZ;8;12,0137
sample500-149700.gr;BFS;MATRIZ;9;26,7100
sample500-149700.gr;BFS;MATRIZ;10;17,3051
sample500-149700.gr;BFS;MATRIZ;11;17,0629
sample500-149700.gr;DFS;LISTA;1;13,1955
sample500-149700.gr;DFS;LISTA;2;14,9538
sample500-149700.gr;DFS;LISTA;3;14,7609
sample500-149700.gr;DFS;LISTA;4;17,5794
sample500-149700.gr;DFS;LISTA;5;17,2041
sample500-149700.gr;DFS;LISTA;6;15,8218
sample500-149700.gr;DFS;LISTA;7;16,8157
sample500-149700.gr;DFS;LISTA;8;15,9237
sample500-149700.gr;DFS;LISTA;9;19,2585
sample500-149700.gr;DFS;LISTA;10;17,2507
sample500-149700.gr;DFS;LISTA;11;16,0789
sample500-149700.gr;DFS;MATRIZ;1;18,9035
sample500-149700.gr;DFS;MATRIZ;2;18,3015
sample500-149700.gr;DFS;MATRIZ;3;19,5204
sample500-149700.gr;DFS;MATRIZ;4;18,2847
sample500-149700.gr;DFS;MATRIZ;5;17,6598
sample500-149700.gr;DFS;MATRIZ;6;14,8627
sample500-149700.gr;DFS;MATRIZ;7;12,1060
sample500-149700.gr;DFS;MATRIZ;8;11,4600
sample500-149700.gr;DFS;MATRIZ;9;11,3315
sample500-149700.gr;DFS;MATRIZ;10;12,0229
sample500-149700.gr;DFS;MATRIZ;11;12,2451
sample500-149700.gr;KRUSKAL;LISTA;1;44,8453
sample500-149700.gr;KRUSKAL;LISTA;2;44,8471
sample500-149700.gr;KRUSKAL;LISTA;3;43,5699
sample500-149700.gr;KRUSKAL;LISTA;4;52,4989
sample500-149700.gr;KRUSKAL;LISTA;5;51,0891
sample500-149700.gr;KRUSKAL;LISTA;6;44,4552
sample500-149700.gr;KRUSKAL;LISTA;7;44,5593
sample500-149700.gr;KRUSKAL;LISTA;8;42,8950
sample500-149700.gr;KRUSKAL;LISTA;9;42,9409
sample500-149700.gr;KRUSKAL;LISTA;10;42,5298
sample500-149700.gr;KRUSKAL;LISTA;11;42,2351
sample500-149700.gr;KRUSKAL;MATRIZ;1;43,8233
sample500-149700.gr;KRUSKAL;MATRIZ;2;44,1802
sample500-149700.gr;KRUSKAL;MATRIZ;3;44,6116
sample500-149700.gr;KRUSKAL;MATRIZ;4;43,0805
sample500-149700.gr;KRUSKAL;MATRIZ;5;43,5116
sample500-149700.gr;KRUSKAL;MATRIZ;6;42,3197
sample500-149700.gr;KRUSKAL;MATRIZ;7;45,6663
sample500-149700.gr;KRUSKAL;MATRIZ;8;52,3686
sample500-149700.gr;KRUSKAL;MATRIZ;9;51,0901
sample500-149700.gr;KRUSKAL;MATRIZ;10;120,1084
sample500-149700.gr;KRUSKAL;MATRIZ;11;54,6091
sample500-149700.gr;PRIM;LISTA;1;63,2653
sample500-149700.gr;PRIM;LISTA;2;65,6636
sample500-149700.gr;PRIM;LISTA;3;70,2297
sample500-149700.gr;PRIM;LISTA;4;66,3971
sample500-149700.gr;PRIM;LISTA;5;68,4157
sample500-149700.gr;PRIM;LISTA;6;69,7588
sample500-149700.gr;PRIM;LISTA;7;58,9070
sample500-149700.gr;PRIM;LISTA;8;57,3234
sample500-149700.gr;PRIM;LISTA;9;57,5435
sample500-149700.gr;PRIM;LISTA;10;55,4743
sample500-149700.gr;PRIM;LISTA;11;54,7559
sample500-149700.gr;PRIM;MATRIZ;1;60,1856
sample500-149700.gr;PRIM;MATRIZ;2;58,0298
sample500-149700.gr;PRIM;MATRIZ;3;58,3033
sample500-149700.gr;PRIM;MATRIZ;4;57,6883
sample500-149700.gr;PRIM;MATRIZ;5;57,7704
sample500-149700.gr;PRIM;MATRIZ;6;56,2883
sample500-149700.gr;PRIM;MATRIZ;7;60,5891
sample500-149700.gr;PRIM;MATRIZ;8;57,0133
sample500-149700.gr;PRIM;MATRIZ;9;56,1970
sample500-149700.gr;PRIM;MATRIZ;10;56,9392
sample500-149700.gr;PRIM;MATRIZ;11;57,2216
sample500-149700.gr;DIJKSTRA;LISTA;1;10,3050
sample500-149700.gr;DIJKSTRA;LISTA;2;9,1459
sample500-149700.gr;DIJKSTRA;LISTA;3;9,5570
sample500-149700.gr;DIJKSTRA;LISTA;4;9,1488
sample500-149700.gr;DIJKSTRA;LISTA;5;8,8970
sample500-149700.gr;DIJKSTRA;LISTA;6;9,2239
sample500-149700.gr;DIJKSTRA;LISTA;7;9,0375
sample500-149700.gr;DIJKSTRA;LISTA;8;11,5099
sample500-149700.gr;DIJKSTRA;LISTA;9;9,2978
sample500-149700.gr;DIJKSTRA;LISTA;10;16,4851
sample500-149700.gr;DIJKSTRA;LISTA;11;15,6693
sample500-149700.gr;DIJKSTRA;MATRIZ;1;23,2335
sample500-149700.gr;DIJKSTRA;MATRIZ;2;23,1675
sample500-149700.gr;DIJKSTRA;MATRIZ;3;98,2436
sample500-149700.gr;DIJKSTRA;MATRIZ;4;28,0432
sample500-149700.gr;DIJKSTRA;MATRIZ;5;28,8571
sample500-149700.gr;DIJKSTRA;MATRIZ;6;26,6406
sample500-149700.gr;DIJKSTRA;MATRIZ;7;25,3226
sample500-149700.gr;DIJKSTRA;MATRIZ;8;42,2891
sample500-149700.gr;DIJKSTRA;MATRIZ;9;28,1176
sample500-149700.gr;DIJKSTRA;MATRIZ;10;27,3424
sample500-149700.gr;DIJKSTRA;MATRIZ;11;18,9934
sample500-149700.gr;BELLMANFORD;LISTA;1;125,4773
sample500-149700.gr;BELLMANFORD;LISTA;2;119,1898
sample500-149700.gr;BELLMANFORD;LISTA;3;119,9802
sample500-149700.gr;BELLMANFORD;LISTA;4;120,0166
sample500-149700.gr;BELLMANFORD;LISTA;5;117,4574
sample500-149700.gr;BELLMANFORD;LISTA;6;114,6686
sample500-149700.gr;BELLMANFORD;LISTA;7;115,8206
sample500-149700.gr;BELLMANFORD;LISTA;8;116,4968
sample500-149700.gr;BELLMANFORD;LISTA;9;116,3533
sample500-149700.gr;BELLMANFORD;LISTA;10;116,1763
sample500-149700.gr;BELLMANFORD;LISTA;11;113,1838
sample500-149700.gr;BELLMANFORD;MATRIZ;1;1208,1625
sample500-149700.gr;BELLMANFORD;MATRIZ;2;1151,8157
sample500-149700.gr;BELLMANFORD;MATRIZ;3;1115,7777
sample500-149700.gr;BELLMANFORD;MATRIZ;4;1106,5947
sample500-149700.gr;BELLMANFORD;MATRIZ;5;1108,9270
sample500-149700.gr;BELLMANFORD;MATRIZ;6;1074,3391
sample500-149700.gr;BELLMANFORD;MATRIZ;7;1126,4965
sample500-149700.gr;BELLMANFORD;MATRIZ;8;1076,0308
sample500-149700.gr;BELLMANFORD;MATRIZ;9;1080,0914
sample500-149700.gr;BELLMANFORD;MATRIZ;10;1078,6120
sample500-149700.gr;BELLMANFORD;MATRIZ;11;1105,3051
sample500-149700.gr;FLOYDWARSHALL;LISTA;1;5209,2894
sample500-149700.gr;FLOYDWARSHALL;LISTA;2;5619,3155
sample500-149700.gr;FLOYDWARSHALL;LISTA;3;5165,5718
sample500-149700.gr;FLOYDWARSHALL;LISTA;4;5220,6176
sample500-149700.gr;FLOYDWARSHALL;LISTA;5;5113,6613
sample500-149700.gr;FLOYDWARSHALL;LISTA;6;5215,9305
sample500-149700.gr;FLOYDWARSHALL;LISTA;7;5181,5988
sample500-149700.gr;FLOYDWARSHALL;LISTA;8;5222,6119
sample500-149700.gr;FLOYDWARSHALL;LISTA;9;4863,5609
sample500-149700.gr;FLOYDWARSHALL;LISTA;10;4688,7139
sample500-149700.gr;FLOYDWARSHALL;LISTA;11;4712,7433
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;1;5059,1612
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;2;5157,5199
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;3;5266,5272
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;4;5138,6837
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;5;5331,0214
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;6;5039,0880
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;7;4907,6932
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;8;5062,4244
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;9;5061,3976
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;10;5227,9852
sample500-149700.gr;FLOYDWARSHALL;MATRIZ;11;5206,6969
sample500-199600.gr;BFS;LISTA;1;11,5284
sample500-199600.gr;BFS;LISTA;2;10,2922
sample500-199600.gr;BFS;LISTA;3;10,8472
sample500-199600.gr;BFS;LISTA;4;9,9333
sample500-199600.gr;BFS;LISTA;5;10,4887
sample500-199600.gr;BFS;LISTA;6;10,7529
sample500-199600.gr;BFS;LISTA;7;10,4015
sample500-199600.gr;BFS;LISTA;8;10,7763
sample500-199600.gr;BFS;LISTA;9;10,9222
sample500-199600.gr;BFS;LISTA;10;10,3359
sample500-199600.gr;BFS;LISTA;11;11,3699
sample500-199600.gr;BFS;MATRIZ;1;11,6899
sample500-199600.gr;BFS;MATRIZ;2;10,9675
sample500-199600.gr;BFS;MATRIZ;3;29,9279
sample500-199600.gr;BFS;MATRIZ;4;14,4636
sample500-199600.gr;BFS;MATRIZ;5;16,2530
sample500-199600.gr;BFS;MATRIZ;6;16,6784
sample500-199600.gr;BFS;MATRIZ;7;16,4483
sample500-199600.gr;BFS;MATRIZ;8;16,3923
sample500-199600.gr;BFS;MATRIZ;9;15,3963
sample500-199600.gr;BFS;MATRIZ;10;11,2124
sample500-199600.gr;BFS;MATRIZ;11;10,9172
sample500-199600.gr;DFS;LISTA;1;7,7372
sample500-199600.gr;DFS;LISTA;2;6,8303
sample500-199600.gr;DFS;LISTA;3;7,0777
sample500-199600.gr;DFS;LISTA;4;6,6065
sample500-199600.gr;DFS;LISTA;5;6,6733
sample500-199600.gr;DFS;LISTA;6;13,1988
sample500-199600.gr;DFS;LISTA;7;14,2120
sample500-199600.gr;DFS;LISTA;8;12,7277
sample500-199600.gr;DFS;LISTA;9;13,9495
sample500-199600.gr;DFS;LISTA;10;14,2385
sample500-199600.gr;DFS;LISTA;11;14,4127
sample500-199600.gr;DFS;MATRIZ;1;13,8283
sample500-199600.gr;DFS;MATRIZ;2;11,5977
sample500-199600.gr;DFS;MATRIZ;3;11,8223
sample500-199600.gr;DFS;MATRIZ;4;12,4594
sample500-199600.gr;DFS;MATRIZ;5;11,8985
sample500-199600.gr;DFS;MATRIZ;6;11,6676
sample500-199600.gr;DFS;MATRIZ;7;11,5465
sample500-199600.gr;DFS;MATRIZ;8;11,6354
sample500-199600.gr;DFS;MATRIZ;9;11,6254
sample500-199600.gr;DFS;MATRIZ;10;25,3715
sample500-199600.gr;DFS;MATRIZ;11;16,9672
sample500-199600.gr;KRUSKAL;LISTA;1;58,0433
sample500-199600.gr;KRUSKAL;LISTA;2;49,7629
sample500-199600.gr;KRUSKAL;LISTA;3;48,5954
sample500-199600.gr;KRUSKAL;LISTA;4;47,9605
sample500-199600.gr;KRUSKAL;LISTA;5;47,8847
sample500-199600.gr;KRUSKAL;LISTA;6;47,6999
sample500-199600.gr;KRUSKAL;LISTA;7;48,2010
sample500-199600.gr;KRUSKAL;LISTA;8;47,8389
sample500-199600.gr;KRUSKAL;LISTA;9;47,0828
sample500-199600.gr;KRUSKAL;LISTA;10;46,5093
sample500-199600.gr;KRUSKAL;LISTA;11;46,0035
sample500-199600.gr;KRUSKAL;MATRIZ;1;49,0996
sample500-199600.gr;KRUSKAL;MATRIZ;2;51,5688
sample500-199600.gr;KRUSKAL;MATRIZ;3;50,1109
sample500-199600.gr;KRUSKAL;MATRIZ;4;49,5492
sample500-199600.gr;KRUSKAL;MATRIZ;5;48,5266
sample500-199600.gr;KRUSKAL;MATRIZ;6;48,9562
sample500-199600.gr;KRUSKAL;MATRIZ;7;48,4294
sample500-199600.gr;KRUSKAL;MATRIZ;8;48,8131
sample500-199600.gr;KRUSKAL;MATRIZ;9;49,9171
sample500-199600.gr;KRUSKAL;MATRIZ;10;133,6588
sample500-199600.gr;KRUSKAL;MATRIZ;11;58,2551
sample500-199600.gr;PRIM;LISTA;1;62,9597
sample500-199600.gr;PRIM;LISTA;2;62,5009
sample500-199600.gr;PRIM;LISTA;3;62,4952
sample500-199600.gr;PRIM;LISTA;4;72,3936
sample500-199600.gr;PRIM;LISTA;5;74,0067
sample500-199600.gr;PRIM;LISTA;6;74,6764
sample500-199600.gr;PRIM;LISTA;7;73,3684
sample500-199600.gr;PRIM;LISTA;8;73,9110
sample500-199600.gr;PRIM;LISTA;9;64,5942
sample500-199600.gr;PRIM;LISTA;10;65,0986
sample500-199600.gr;PRIM;LISTA;11;62,9705
sample500-199600.gr;PRIM;MATRIZ;1;64,9033
sample500-199600.gr;PRIM;MATRIZ;2;66,0200
sample500-199600.gr;PRIM;MATRIZ;3;68,5481
sample500-199600.gr;PRIM;MATRIZ;4;114,6418
sample500-199600.gr;PRIM;MATRIZ;5;80,5422
sample500-199600.gr;PRIM;MATRIZ;6;70,4757
sample500-199600.gr;PRIM;MATRIZ;7;67,9318
sample500-199600.gr;PRIM;MATRIZ;8;67,8443
sample500-199600.gr;PRIM;MATRIZ;9;66,8106
sample500-199600.gr;PRIM;MATRIZ;10;65,8434
sample500-199600.gr;PRIM;MATRIZ;11;91,6416
sample500-199600.gr;DIJKSTRA;LISTA;1;18,2927
sample500-199600.gr;DIJKSTRA;LISTA;2;13,1868
sample500-199600.gr;DIJKSTRA;LISTA;3;9,5484
sample500-199600.gr;DIJKSTRA;LISTA;4;9,5992
sample500-199600.gr;DIJKSTRA;LISTA;5;9,7345
sample500-199600.gr;DIJKSTRA;LISTA;6;9,6679
sample500-199600.gr;DIJKSTRA;LISTA;7;9,8078
sample500-199600.gr;DIJKSTRA;LISTA;8;9,5082
sample500-199600.gr;DIJKSTRA;LISTA;9;9,4650
sample500-199600.gr;DIJKSTRA;LISTA;10;10,0241
sample500-199600.gr;DIJKSTRA;LISTA;11;9,7081
sample500-199600.gr;DIJKSTRA;MATRIZ;1;16,6980
sample500-199600.gr;DIJKSTRA;MATRIZ;2;32,4019
sample500-199600.gr;DIJKSTRA;MATRIZ;3;28,5338
sample500-199600.gr;DIJKSTRA;MATRIZ;4;25,7493
sample500-199600.gr;DIJKSTRA;MATRIZ;5;25,6955
sample500-199600.gr;DIJKSTRA;MATRIZ;6;19,2032
sample500-199600.gr;DIJKSTRA;MATRIZ;7;16,8200
sample500-199600.gr;DIJKSTRA;MATRIZ;8;18,9321
sample500-199600.gr;DIJKSTRA;MATRIZ;9;18,1142
sample500-199600.gr;DIJKSTRA;MATRIZ;10;23,3668
sample500-199600.gr;DIJKSTRA;MATRIZ;11;22,9361
sample500-199600.gr;BELLMANFORD;LISTA;1;142,5174
sample500-199600.gr;BELLMANFORD;LISTA;2;138,4069
sample500-199600.gr;BELLMANFORD;LISTA;3;138,4543
sample500-199600.gr;BELLMANFORD;LISTA;4;138,4313
sample500-199600.gr;BELLMANFORD;LISTA;5;138,2429
sample500-199600.gr;BELLMANFORD;LISTA;6;138,0595
sample500-199600.gr;BELLMANFORD;LISTA;7;139,5107
sample500-199600.gr;BELLMANFORD;LISTA;8;138,2096
sample500-199600.gr;BELLMANFORD;LISTA;9;138,2015
sample500-199600.gr;BELLMANFORD;LISTA;10;136,2933
sample500-199600.gr;BELLMANFORD;LISTA;11;139,2765
sample500-199600.gr;BELLMANFORD;MATRIZ;1;1062,4958
sample500-199600.gr;BELLMANFORD;MATRIZ;2;1072,1960
sample500-199600.gr;BELLMANFORD;MATRIZ;3;1040,0356
sample500-199600.gr;BELLMANFORD;MATRIZ;4;1016,9855
sample500-199600.gr;BELLMANFORD;MATRIZ;5;1016,5733
sample500-199600.gr;BELLMANFORD;MATRIZ;6;1012,9046
sample500-199600.gr;BELLMANFORD;MATRIZ;7;1063,6059
sample500-199600.gr;BELLMANFORD;MATRIZ;8;1024,8817
sample500-199600.gr;BELLMANFORD;MATRIZ;9;1007,6213
sample500-199600.gr;BELLMANFORD;MATRIZ;10;1001,7890
sample500-199600.gr;BELLMANFORD;MATRIZ;11;1002,3827
sample500-199600.gr;FLOYDWARSHALL;LISTA;1;5120,7726
sample500-199600.gr;FLOYDWARSHALL;LISTA;2;4996,4046
sample500-199600.gr;FLOYDWARSHALL;LISTA;3;5062,2312
sample500-199600.gr;FLOYDWARSHALL;LISTA;4;5039,0641
sample500-199600.gr;FLOYDWARSHALL;LISTA;5;4998,7753
sample500-199600.gr;FLOYDWARSHALL;LISTA;6;4656,4566
sample500-199600.gr;FLOYDWARSHALL;LISTA;7;4712,5577
sample500-199600.gr;FLOYDWARSHALL;LISTA;8;4923,5322
sample500-199600.gr;FLOYDWARSHALL;LISTA;9;4993,4305
sample500-199600.gr;FLOYDWARSHALL;LISTA;10;7268,9872
sample500-199600.gr;FLOYDWARSHALL;LISTA;11;7277,2083
sample500-199600.gr;FLOYDWARSHALL;MATRIZ;1;6276,9325
sample500-199600.gr;FLOYDWARSHALL;MATRIZ;2;6117,3295
